AvgRating,Predictions,Accurate Prediction,BGGId,Name,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
0,0,True,164339,3 to 4 Headed Monster,0,0,0,0,0,0,0,0
0,0,True,164354,Kryptos,0,0,0,0,0,0,0,0
1,1,True,164369,7 Kingdoms,0,0,0,0,0,0,0,0
1,1,True,164428,Ultimate Scheme,0,0,0,0,0,0,0,0
1,1,True,164446,Way of the Fighter: Super,0,0,0,0,0,0,0,0
0,0,True,164448,Ninja All-Stars,0,0,1,0,0,0,0,0
0,0,True,164449,Karate Fight,0,0,0,0,0,0,0,0
1,1,True,164506,Biblios Dice,0,0,0,0,0,0,0,0
0,0,True,164542,Expeditie Robinson,0,0,0,0,0,0,0,0
0,0,True,164566,McJohny's,0,0,0,0,0,0,0,0
0,0,True,164589,Roar-a-Saurus,0,0,0,1,0,0,0,0
1,0,False,164590,GYÜMI,0,0,0,1,0,0,0,0
1,0,False,164600,Monkeys Need Love Too,0,0,0,0,0,0,0,0
1,0,False,164627,Brewin' USA,0,0,0,0,0,0,0,0
0,0,True,164645,"Mine, All Mine!",0,0,0,0,0,0,0,0
1,1,True,164655,Don't Tread on Me: The American Revolution Solitaire Board Game,1,0,1,0,0,0,0,0
0,0,True,164670,Mr House,0,0,0,0,0,0,0,0
1,1,True,164686,Epic Monster Tea Party,0,0,0,0,0,0,0,0
1,1,True,164698,Fresh Fish,0,1,0,1,0,0,0,0
1,1,True,164702,Glorantha: The Gods War,1,0,1,0,0,0,0,0
1,1,True,164760,Goblin's Breakfast,0,0,0,1,0,0,1,0
0,0,True,164775,Monstrous,0,0,0,0,0,0,0,0
0,0,True,164778,Encounters: Bravest Warriors,0,0,0,0,0,0,0,0
1,1,True,164808,El Switcher,0,0,0,0,0,0,0,0
1,0,False,164812,Roll For It! Deluxe Edition,0,0,0,1,0,0,0,0
0,0,True,164829,Flea Marketeers,0,0,0,0,0,0,0,0
0,0,True,164838,Flip Hue,0,0,0,0,0,0,0,0
0,0,True,164840,Monopoly Deal,0,0,0,0,0,0,0,0
1,1,True,164865,B-Sieged: Sons of the Abyss,1,1,0,0,0,0,0,0
1,1,True,164874,Airborne Commander,0,0,1,0,0,0,0,0
1,1,True,164917,Bananagrams WildTiles,0,0,0,0,0,0,0,0
1,1,True,164928,Orléans,0,1,0,0,0,0,0,0
0,0,True,164930,BANG!: Halo,0,0,0,0,0,0,0,0
1,1,True,164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",0,1,1,0,0,0,0,0
1,1,True,165004,ONUS! Rome Vs Carthage,0,0,1,0,0,0,0,0
1,1,True,165022,€uro Crisis,0,0,0,0,0,0,0,0
0,0,True,165041,Cargotrain,0,1,0,1,0,0,0,0
1,0,False,165044,EverZone: Strategic Battles in the Universe,0,0,0,0,0,0,0,0
1,1,True,165046,Slavika: Equinox,0,0,0,0,0,0,0,0
0,0,True,165090,CLUE: Firefly Edition,0,0,0,0,0,0,0,0
0,0,True,165095,Pirate Loot: Base Set,0,0,0,0,0,0,0,0
1,1,True,165186,Hitler's Reich: WW2 in Europe,0,0,1,0,0,0,0,0
0,0,True,165189,Altaria: Clash of Dimensions,0,0,0,0,0,0,0,0
0,0,True,165190,Boom Bokken,0,0,0,0,0,0,0,0
0,0,True,165208,Aruba: Battle Race,0,0,0,0,0,0,0,0
0,0,True,165283,Battleship,0,0,0,0,0,0,0,0
1,1,True,165292,"The Dark Sands: War in North Africa, 1940-42",0,0,1,0,0,0,0,0
0,0,True,165294,"Zobmondo!! Would You Rather...? twisted, sick and wrong",0,0,0,0,0,0,0,0
0,0,True,165302,King Down,0,0,0,0,0,0,0,0
1,1,True,165332,Puerto Rico + Expansion I,0,0,0,0,0,0,0,0
1,1,True,165346,Mint Tin Pirates,0,0,0,0,0,0,0,0
1,0,False,165347,Mint Tin Aliens,0,0,0,0,0,0,0,0
1,1,True,165401,Wir sind das Volk!,0,1,0,0,0,0,0,0
1,0,False,165404,Dragonscroll,1,0,0,1,0,0,0,0
0,0,True,165414,Dudab,0,0,0,0,0,0,0,0
0,1,False,165417,Puerto Diablo,0,0,0,0,0,0,0,0
0,0,True,165447,UFO Farmer,0,0,0,0,0,0,0,0
0,1,False,165469,Council of Verona (Second Edition),0,0,0,0,0,0,0,0
0,0,True,165470,100!,0,0,0,0,0,0,0,0
0,0,True,165471,Col-Or-Form,0,0,0,0,0,0,0,0
0,0,True,165477,Orcs Orcs Orcs,0,0,0,0,0,0,0,0
1,1,True,165492,The Majority: Complete Edition,0,0,0,0,0,0,0,0
1,1,True,165521,Rory's Story Cubes: Medic,0,0,0,0,0,0,0,0
1,1,True,165522,Rory's Story Cubes: Intergalactic,0,0,0,0,0,0,0,0
1,1,True,165523,Rory's Story Cubes: Score,0,0,0,0,0,0,0,0
0,0,True,165551,Moustache Smash,0,0,0,0,0,0,0,0
0,0,True,165552,Shark Mania,0,0,0,0,0,0,0,0
1,1,True,165556,Orongo,0,0,0,0,0,0,0,0
0,0,True,165557,Quizduell: Das Spiel,0,0,0,0,0,0,0,0
0,0,True,165559,Sau-Bande!,0,0,0,0,0,0,0,0
0,0,True,165563,Prohis,0,0,0,0,0,0,0,0
0,0,True,165578,Astro Jam,0,0,0,0,0,0,0,0
0,0,True,165584,Crowns,0,0,0,0,0,0,0,0
0,0,True,165585,TrakkX,0,0,0,0,0,0,0,0
0,0,True,165586,Adventure Tours,0,0,0,0,0,0,0,0
0,0,True,165587,DOG Cards,0,0,0,0,0,0,0,0
1,1,True,165595,JamSumo,0,0,0,0,0,0,0,0
0,0,True,165600,What The Face?,0,0,0,0,0,0,0,0
1,1,True,165627,Rincala,0,0,0,0,0,0,0,0
1,1,True,165628,HINT,0,0,0,0,0,0,0,0
0,0,True,165633,Slap .45,0,0,0,0,0,0,1,0
1,1,True,165640,Crop Cycle,0,0,0,0,0,0,0,0
0,0,True,165651,Merry Yard,0,0,0,0,0,0,0,0
0,0,True,165657,Melee,0,0,0,0,0,0,0,0
1,1,True,165662,Haru Ichiban,0,0,0,0,0,1,0,0
1,1,True,165694,The Cones of Dunshire,0,0,0,0,0,0,0,0
0,0,True,165711,Pizzeria Italia,0,0,0,0,0,0,0,0
1,1,True,165719,Super Fantasy: Night of the Badly Dead,0,0,0,0,0,0,0,0
1,1,True,165722,KLASK,0,0,0,1,0,0,1,0
0,0,True,165737,Flip 9,0,0,0,0,0,0,0,0
0,0,True,165743,In Love and War,0,0,0,0,0,0,0,0
1,1,True,165748,Psycho Raiders,0,0,0,0,0,0,0,0
0,0,True,165796,Assel Schlamassel,0,0,0,1,0,0,0,1
0,0,True,165797,Der unendliche Fluss,0,0,0,0,0,0,0,0
1,1,True,165812,Nightmare Forest: Dead Run,0,0,0,0,0,0,0,0
0,0,True,165828,Truths Too Terrible,0,0,0,0,0,0,0,0
1,1,True,165838,Space Hulk (Fourth Edition),1,0,0,0,0,0,0,0
1,1,True,165872,Liberty or Death: The American Insurrection,0,0,1,0,0,0,0,0
1,1,True,165876,Spike,0,0,0,0,0,0,0,0
1,1,True,165877,Spellcaster,0,0,0,0,0,0,0,0
1,0,False,165888,Wongamania,0,0,0,0,0,0,0,0
0,0,True,165889,Safe Breaker,0,0,0,0,0,0,0,0
0,0,True,165926,Calçotada Wars,0,0,0,0,0,0,0,0
1,1,True,165946,Green Beret: Vietnam,0,0,1,0,0,0,0,0
1,1,True,165948,Mangrovia,0,1,0,1,0,0,0,0
1,1,True,165950,Beasty Bar,0,0,0,1,0,0,0,0
0,0,True,165959,Jolly Roger: The Game of Piracy & Mutiny,0,0,0,0,0,0,1,0
1,1,True,165967,Great War Commander,0,0,1,0,0,0,0,0
1,1,True,165984,Anno Domini: Wissenschaft & Forschung,0,0,0,0,0,0,0,0
1,1,True,165986,Royals,0,1,0,1,0,0,0,0
0,0,True,165999,Peng!,0,0,0,0,0,0,0,0
0,0,True,166019,Mafia: Vendetta,0,0,0,0,0,0,0,0
0,0,True,166026,Munchkin Treasure Hunt,0,0,0,0,0,0,0,0
0,1,False,166071,Combate de San Lorenzo,0,0,0,0,0,0,0,0
0,0,True,166081,Bucket of Doom,0,0,0,0,0,0,1,0
0,0,True,166107,Matcha,0,0,0,0,0,0,0,0
0,0,True,166109,Meteor,0,0,0,1,0,0,0,0
0,0,True,166156,Hoshi Battle,0,0,0,0,0,0,0,0
1,1,True,166158,Dark Tales,1,0,0,1,0,0,0,0
0,0,True,166183,Palaces,0,0,0,0,0,0,0,0
0,0,True,166202,Bomb Squad Academy,0,0,0,0,0,0,0,0
0,0,True,166210,Blend Off!,0,0,0,0,0,0,0,0
0,1,False,166215,Tricks & Deserts,0,0,0,0,0,0,0,0
1,1,True,166226,The Staufer Dynasty,0,1,0,0,0,0,0,0
0,1,False,166246,Sifaka,0,0,0,0,0,0,0,0
0,0,True,166248,Release!,0,0,0,0,0,0,0,0
0,1,False,166260,Demonslayer: Siege of Mt. Kunlun,0,0,0,0,0,0,0,0
0,1,False,166276,Hellweg westfalicus,0,0,0,0,0,0,0,0
1,0,False,166280,DragonFlame,0,0,0,0,0,0,0,0
1,1,True,166286,Bottom of the 9th,1,0,0,0,0,0,0,0
0,0,True,166298,Peptide: A Protein Building Game,0,0,0,1,0,0,0,0
1,0,False,166300,Twistocity,0,0,0,0,0,0,0,0
1,1,True,166317,Time of Soccer,0,1,0,0,0,0,0,0
0,0,True,166333,Primiera,0,0,0,0,0,0,0,0
1,1,True,166341,7 & 7,0,0,0,0,0,0,0,0
0,0,True,166371,El Luchador Fantastico Grande,0,0,0,0,0,0,0,0
0,0,True,166372,Artificium,0,1,0,0,0,0,0,0
1,1,True,166384,Spyfall,0,0,0,0,0,0,1,0
0,0,True,166390,Moscow to Paris,0,0,0,0,0,0,0,0
1,1,True,166418,Darkrock Ventures,0,0,0,0,0,0,0,0
0,0,True,166436,In Flanders Field,0,0,0,0,0,0,0,0
0,0,True,166443,Sing it!,0,0,0,0,0,0,0,0
0,0,True,166509,Pinocchio: True or False,0,0,0,0,0,0,0,0
0,0,True,166510,Magi Kitchen,0,0,0,0,0,0,0,0
0,0,True,166532,Cubo,0,0,0,0,0,0,0,0
0,0,True,166537,RuneCast,0,0,0,0,0,0,0,0
0,0,True,166556,Aqua Brunch,0,0,0,0,0,0,0,0
0,0,True,166567,Sequence Letters,0,0,0,0,0,0,0,0
1,1,True,166569,House of Borgia,0,0,0,0,0,0,0,0
1,1,True,166571,Tramways,0,1,0,0,0,0,0,0
0,0,True,166633,Bounce-Off,0,0,0,0,0,0,0,0
0,0,True,166640,Prime Time,0,1,0,0,0,0,0,0
0,0,True,166648,Imagidice!,0,0,0,0,0,0,0,0
0,0,True,166650,Gingerdead House,0,0,0,0,0,0,0,0
0,0,True,166658,Bakerspeed,0,0,0,0,0,0,0,0
0,0,True,166661,Paititi,0,0,0,0,0,0,0,0
1,1,True,166669,San Juan (Second Edition),0,1,0,0,0,0,0,0
0,0,True,166710,Dragon's Ransom,0,0,0,0,0,0,0,0
1,1,True,166726,Richard I,0,1,0,0,0,0,0,0
0,0,True,166764,Würfel Kung Fu,0,0,0,0,0,0,0,0
1,0,False,166767,Imperial Harvest,0,0,0,0,0,0,0,0
1,1,True,166776,Skull Tales,1,0,0,0,0,0,0,0
1,1,True,166854,Dark Domains,0,0,0,0,0,0,0,0
1,1,True,166857,Antike II,0,1,0,0,0,0,0,0
1,1,True,166858,Villainous Vikings (Second Edition),0,0,0,0,0,0,0,0
1,1,True,166859,Web of Spies,0,0,0,0,0,0,0,0
0,0,True,166888,Costa Ruana,0,0,0,0,0,0,0,0
0,0,True,166927,Crash Cup Karambolage,0,0,0,0,0,0,0,0
0,0,True,166929,Monster Laundry,0,0,0,0,0,0,0,0
0,0,True,166931,Ghost Blaster,0,0,0,0,0,0,0,0
0,0,True,166972,Bubble Bath Bunny,0,0,0,0,0,0,0,0
1,1,True,166976,Consentacle,0,0,0,0,0,0,0,0
1,1,True,166977,Gangster Dice,0,0,0,0,0,0,0,0
1,1,True,166988,Wizards of the Wild,0,0,0,0,0,0,0,0
1,1,True,166991,Addictive Alchemy,0,0,0,0,0,0,0,0
0,1,False,167185,Mumia: Wyścig w bandażach,0,0,0,0,0,0,0,0
0,1,False,167190,Of Dungeons Deep! (Second Edition),0,0,0,0,0,0,0,0
1,1,True,167237,Andromeda,0,0,0,0,0,0,0,0
1,1,True,167238,Zombie Terror,0,0,0,0,0,0,0,0
1,1,True,167270,Medina (Second Edition),0,0,0,0,0,1,0,0
1,1,True,167283,Circular Reasoning: The Well of Power,0,0,0,0,0,1,0,0
0,0,True,167292,Bellz!,0,0,0,1,0,0,1,0
1,1,True,167298,Sheep & Thief,0,0,0,1,0,0,0,0
1,1,True,167349,Guerra De Mitos V,0,0,0,0,0,0,0,0
1,1,True,167355,Nemesis,1,0,0,0,0,0,0,0
1,1,True,167400,Ashes Reborn: Rise of the Phoenixborn,0,0,0,0,1,0,0,0
1,1,True,167404,Warsaw Rising Up 1945-1980,0,0,0,0,0,0,0,0
0,0,True,167463,Kuhlorado,0,0,0,0,0,0,0,0
0,0,True,167465,Laser Cat Attack!,0,0,0,0,0,0,0,0
0,0,True,167466,Zum Kuhkuck,0,0,0,0,0,0,0,0
0,0,True,167468,Kuh Vadis,0,0,0,0,0,0,0,0
0,0,True,167505,Star Wars Force Grab,0,0,0,0,0,0,0,0
1,1,True,167513,Barony,0,1,0,0,0,0,0,0
1,1,True,167552,Build Up,0,0,0,0,0,0,0,0
0,0,True,167579,Hawaiki,0,0,0,0,0,0,0,0
1,1,True,167580,Montmirail and Vauchamps 1814,0,0,1,0,0,0,0,0
0,0,True,167589,Cut the Rope: The Card Game,0,0,0,0,0,0,0,0
0,0,True,167590,New Earth,0,0,0,0,0,0,0,0
1,1,True,167604,Rollet,0,0,0,0,0,0,0,0
1,1,True,167650,"Last Battle: Ie Shima, 1945",0,0,1,0,0,0,0,0
0,0,True,167669,The Best of TV and Movies,0,0,0,0,0,0,0,0
0,0,True,167698,Magic: The Gathering – Arena of the Planeswalkers,1,0,0,0,0,0,0,0
0,0,True,167715,Moral Dilemma,0,0,0,0,0,0,0,0
0,0,True,167718,Escola de Dragões,0,0,0,0,0,0,0,0
0,0,True,167723,Bin'Fa: The Tao of War,0,0,0,0,0,0,0,0
1,1,True,167763,DC Comics Deck-Building Game: Teen Titans,0,1,0,0,0,0,0,0
1,0,False,167764,Life & Legend,0,0,0,0,0,0,0,0
1,1,True,167787,Die die DIE,0,0,0,0,0,0,0,0
1,1,True,167791,Terraforming Mars,0,1,0,0,0,0,0,0
0,0,True,167827,Butim,0,0,0,0,0,0,0,0
1,1,True,167828,Roll Through the Ages: The Iron Age with Mediterranean Expansion,0,0,0,0,0,0,0,0
0,0,True,167850,Zombie Mania!,0,0,0,0,0,0,0,0
0,0,True,167892,Gang Up!,0,0,0,0,0,0,0,0
1,1,True,167975,Opération Commando: Pegasus Bridge,1,0,1,0,0,0,0,0
0,0,True,168005,Alien Invasion,0,0,0,0,0,0,0,0
1,1,True,168054,Grifters,1,0,0,0,0,0,0,0
0,0,True,168055,Roots: A Game of Inventing Words,0,0,0,0,0,0,0,0
1,1,True,168077,Dragon Ball Z TCG (2014 edition),0,0,0,0,0,0,0,0
1,1,True,168082,Intendentes,0,0,0,0,0,0,0,0
0,0,True,168168,Prima Ballerina,0,0,0,0,0,0,0,0
0,0,True,168174,On the Hunt for Dinos,0,0,0,0,0,0,0,0
0,0,True,168204,"Sesam, puzzle dich!",0,0,0,0,0,0,0,0
0,0,True,168215,Saboteur: The Duel,0,0,0,1,0,0,0,0
0,0,True,168220,"Deal, Gentlemen Collectionneurs",0,0,0,0,0,0,0,0
0,0,True,168226,Black Stories: Funny Death Edition 2,0,0,0,0,0,0,0,0
1,0,False,168230,The Supershow,1,0,0,0,0,0,0,0
1,1,True,168232,Project Dreamscape,0,0,0,1,0,0,0,0
0,0,True,168236,My Little Pony Rainbow Magic Game,0,0,0,0,0,0,0,0
1,1,True,168250,Battle for Sularia,0,0,0,0,0,0,0,0
1,1,True,168265,oddball Aeronauts 2: Double the Trouble,0,0,0,0,0,0,0,0
1,1,True,168274,Mistfall,1,0,0,0,0,0,0,0
0,0,True,168278,Firefly: Tall Card,0,0,0,0,0,0,0,0
0,0,True,168390,Set Schnupperspiel,0,0,0,0,0,0,0,0
1,1,True,168421,Bohnanza: Ladies & Gangsters,0,0,0,0,0,0,0,0
1,1,True,168429,Foldable Table Curling,0,0,0,0,0,0,0,0
1,1,True,168433,The World of Smog: On Her Majesty's Service,0,1,0,0,0,1,0,0
1,1,True,168435,Between Two Cities,0,0,0,1,0,0,0,0
0,0,True,168436,Pièces MontéeS,0,0,0,0,0,0,0,0
0,0,True,168446,Doggy GO!,0,0,0,0,0,0,0,0
0,0,True,168457,HexAgony,0,0,0,0,0,0,0,0
0,0,True,168512,X-Men: Mutant Revolution,0,0,0,0,0,0,0,0
0,0,True,168535,Mops Royal,0,0,0,0,0,0,0,0
1,1,True,168537,Pandemonium,1,1,0,0,0,0,0,0
0,0,True,168544,De Stijl,0,0,0,1,0,1,0,0
0,0,True,168549,Night Clan,0,0,0,0,0,0,0,0
1,1,True,168582,Dragon Racer,0,0,0,1,0,0,0,0
1,1,True,168584,Love Letter: Batman,0,0,0,1,0,0,0,0
1,1,True,168609,"Artifacts, Inc.",0,1,0,0,0,0,0,0
1,1,True,168653,Wilderness Empires,0,0,1,0,0,0,0,0
0,0,True,168654,Stier zoekt Bier,0,0,0,0,0,0,0,0
1,1,True,168662,"The Siege of Orgun: Afghanistan, 1983",0,0,1,0,0,0,0,0
0,0,True,168679,Flip City,0,1,0,1,0,0,0,0
1,1,True,168680,The Werewolves of Miller's Hollow: The Pact,0,0,0,0,0,0,0,0
1,1,True,168681,Beyond Baker Street,0,0,0,1,0,0,0,0
0,0,True,168687,Pete the Cat Groovy Buttons Game,0,0,0,0,0,0,0,0
0,0,True,168700,Kigi,0,0,0,0,0,0,0,0
0,0,True,168728,The Hen Commandments,0,0,0,0,0,0,0,0
0,0,True,168752,BANG!: Heroes of the Storm,0,0,0,0,0,0,0,0
0,0,True,168770,Epic PVP: Fantasy,1,0,0,0,0,0,0,0
1,1,True,168788,Rum & Bones,1,0,1,0,0,0,0,0
1,1,True,168792,Secret Weapons of the Third Reich,0,1,0,0,0,0,0,0
0,1,False,168834,Rocca Rails,0,0,0,0,0,0,0,0
1,1,True,168839,Die Kutschfahrt zur Teufelsburg,0,1,0,0,0,0,1,0
0,0,True,168840,Bonje in de stal,0,0,0,0,0,0,0,0
0,0,True,168882,Race to the North Pole,0,0,0,0,0,0,0,0
0,0,True,168895,Corrupted Kingdoms,0,0,0,0,0,0,0,0
0,0,True,168900,D. Afonso Henriques,0,0,0,0,0,0,0,0
1,1,True,168917,Smash Up: Pretty Pretty Smash Up,0,1,0,0,0,0,0,0
1,1,True,168998,Marvel Dice Masters: Age of Ultron,0,0,0,0,1,0,0,0
0,0,True,169045,Star Wars Galactic Dice Game,0,0,0,0,0,0,0,0
0,0,True,169062,Monsters vs. Heroes: Victorian Nightmares,0,0,0,0,0,0,0,0
0,0,True,169077,Medicine Whoops,0,0,0,0,0,0,0,0
1,1,True,169102,Slaughterville,1,0,0,0,0,0,0,0
1,1,True,169124,Flick 'em Up!,1,0,0,1,0,0,0,0
1,1,True,169141,Fallen Land: A Post Apocalyptic Board Game,1,0,0,0,0,0,0,0
1,1,True,169146,Stone Garden,1,0,0,1,0,0,0,0
1,1,True,169147,Letter Tycoon,0,0,0,1,0,0,0,0
1,1,True,169215,Peak Oil,0,0,0,0,0,0,0,0
1,1,True,169246,Ambyria: Shroud of the Shadow Demon,0,0,0,0,0,0,0,0
1,1,True,169255,A Game of Thrones: The Card Game (Second Edition),0,0,0,0,1,0,0,0
0,0,True,169256,Hoverkraft,0,0,0,0,0,0,0,0
1,1,True,169274,Pixel Tactics Deluxe,0,0,0,0,0,0,0,0
1,1,True,169275,Pixel Tactics 4,0,0,0,0,0,0,0,0
1,1,True,169318,City of Spies: Estoril 1942,0,1,0,1,0,0,0,0
0,0,True,169328,Falling (Revised Edition),0,0,0,0,0,0,0,0
1,1,True,169341,Birds of a Feather,0,0,0,1,0,0,0,0
1,1,True,169366,Waterloo 200,0,0,1,0,0,0,0,0
1,1,True,169368,Arbos Apfel,0,0,0,0,0,0,0,0
0,0,True,169375,How to Serve Man,0,0,0,0,0,0,0,0
0,0,True,169393,The Lord of the P.I.G.S.,0,0,0,0,0,0,0,0
1,1,True,169416,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,1,0,0,0,1,0,0,0
1,1,True,169426,Roll Player,0,1,0,0,0,0,0,0
1,1,True,169427,Middara: Unintentional Malum – Act 1,1,0,0,0,0,0,0,0
0,0,True,169436,Speedy Words,0,0,0,0,0,0,0,0
0,0,True,169459,The Princess Bride: A Battle of Wits,0,0,0,0,0,0,0,0
0,0,True,169462,The Princess Bride: As You Wish,0,0,0,0,0,0,0,0
0,0,True,169463,The Princess Bride: Miracle Pill,0,0,0,0,0,0,0,0
1,1,True,169464,Defenders of the Last Stand,0,0,0,0,0,0,0,0
0,0,True,169465,Shinobi: El Juego del Asesino,0,0,0,0,0,0,0,0
0,1,False,169470,Lemuria,0,0,0,0,0,0,0,0
1,1,True,169475,Ghostel,0,0,0,0,0,0,0,0
0,0,True,169502,Firefly: Fistful of Credits,0,0,0,0,0,0,0,0
0,0,True,169513,Dorasure,0,0,0,0,0,0,0,0
0,0,True,169530,Resistor_,0,0,0,0,0,0,0,0
1,0,False,169544,Bright Future,0,0,0,0,0,0,0,0
1,1,True,169550,Looting Atlantis,0,0,0,0,0,0,0,0
1,1,True,169555,Emergents: Genesis – The Deckbuilding Game,0,0,0,0,0,0,0,0
0,0,True,169558,Noches de Sangre,1,0,0,0,0,0,0,0
0,0,True,169574,Zombie Run!,0,0,0,0,0,0,0,0
1,1,True,169611,Love Letter: The Hobbit – The Battle of the Five Armies,0,0,0,1,0,0,0,0
0,0,True,169649,Sapiens,0,1,0,1,0,0,0,0
1,0,False,169652,Turbo Rally Card Racing: Thunder Track,0,0,0,0,0,0,0,0
1,1,True,169654,Deep Sea Adventure,0,0,0,1,0,0,0,0
1,1,True,169658,The Guardians: Explore,0,0,0,0,0,0,0,0
0,0,True,169675,L'osti d'jeu,0,0,0,0,0,0,1,0
1,1,True,169697,Heldentaufe,0,0,0,0,0,0,0,0
1,1,True,169704,Vault Wars,1,1,0,0,0,0,0,0
0,0,True,169713,Monopoly: The Big Bang Theory,0,0,0,0,0,0,0,0
0,0,True,169714,The Game of Life: My Little Pony,0,0,0,0,0,0,0,0
1,1,True,169720,War of Tanks: France 1940 – The Breakthrough at Dinant,0,0,1,0,0,0,0,0
0,0,True,169743,Moons,0,0,0,0,0,0,0,0
0,0,True,169755,Woof Meow Biscuits,0,0,0,0,0,0,0,0
1,0,False,169768,Space Opera,0,0,0,0,0,0,0,0
0,0,True,169782,Noppa-Alias,0,0,0,0,0,0,0,0
1,1,True,169786,Scythe,0,1,0,0,0,0,0,0
1,1,True,169794,Haspelknecht,0,1,0,0,0,0,0,0
0,0,True,169795,Haithabu,0,0,0,0,0,0,0,0
1,1,True,169814,AEG Black Friday Black Box,0,0,0,0,0,0,0,0
1,1,True,169918,Magia Cum Laude,0,0,0,0,0,0,0,0
1,1,True,169925,Age of Craft,0,0,0,0,0,0,0,0
1,1,True,169926,To the Strongest!,0,0,0,0,0,0,0,0
0,0,True,169984,Stowaway 52,0,0,0,0,0,0,0,0
1,1,True,169986,Night of Man,0,1,1,0,0,0,0,0
0,0,True,169987,Maximum Throwdown: Overload,0,0,0,0,0,0,0,0
0,0,True,169988,Pancake Pile-Up,0,0,0,0,0,0,0,0
0,0,True,170041,Splash!,0,0,0,0,0,0,0,0
1,1,True,170042,Raiders of the North Sea,0,1,0,0,0,0,0,0
1,1,True,170043,7: The Defense of Lwów,0,0,1,0,0,0,0,0
0,0,True,170054,Accentuate,0,0,0,0,0,0,0,0
0,0,True,170146,Dark Seas,0,0,0,0,0,0,0,0
0,0,True,170190,Time Jockeys,0,0,0,0,0,0,0,0
1,1,True,170195,Oh My Gods!,0,0,0,0,0,0,0,0
1,1,True,170199,Solarius Mission,0,1,0,0,0,0,0,0
0,0,True,170202,Floating Market,0,0,0,1,0,0,0,0
1,1,True,170216,Blood Rage,0,1,0,0,0,0,0,0
1,1,True,170223,Centauri Saga,0,1,0,0,0,0,0,0
1,1,True,170225,DRCongo,0,1,0,0,0,0,0,0
0,0,True,170274,Never Have I Ever: The Game of Poor Life Decisions,0,0,0,0,0,0,0,0
1,1,True,170298,One-hour Wargames,0,0,1,0,0,0,0,0
0,1,False,170300,Wombat Rescue,0,0,0,1,0,0,0,0
1,1,True,170318,Among the Stars: Revival,0,0,0,0,0,0,0,0
0,0,True,170337,Dwarfest,0,0,0,0,0,0,0,0
0,0,True,170344,Atak Zombie,0,0,0,0,0,0,0,0
0,0,True,170381,Mars Attacks: Ten-Minute Takedown,0,0,0,0,0,0,0,0
1,1,True,170390,España 20: Volume 1,0,0,1,0,0,0,0,0
0,0,True,170395,BoardGameGeek: The Card Game,0,0,0,0,0,0,0,0
0,0,True,170415,Dungeon of Fortune,0,0,0,0,0,0,0,0
1,1,True,170416,Vast: The Crystal Caverns,1,1,0,0,0,0,0,0
0,0,True,170423,Comment j'ai adopté un gnou,0,0,0,0,0,0,0,0
0,0,True,170430,12 Days of Christmas,0,0,0,0,0,0,0,0
0,0,True,170431,King's Kilt,0,1,0,1,0,0,0,0
0,0,True,170437,The Curse of the Black Dice,0,0,0,1,0,0,0,0
1,0,False,170447,Kard és Korona,0,0,0,0,0,0,0,0
1,1,True,170472,Prelude to Rebellion: Mobilization & Unrest in Lower Canada,0,0,0,0,0,0,0,0
1,1,True,170477,Dino Dude Ranch,0,0,0,1,0,0,0,0
0,0,True,170511,Slap .45 Mini,0,0,0,0,0,0,0,0
1,1,True,170537,Swords and Bagpipes,1,0,0,0,0,0,0,0
0,0,True,170555,Who Knows Where?,0,0,0,0,0,0,0,0
1,1,True,170561,Valeria: Card Kingdoms,0,1,0,1,0,0,0,0
1,1,True,170568,Krosmaster: Arena – Duel Pack 2,0,0,0,0,0,0,0,0
1,1,True,170583,Capture: A Medieval Wargame,0,0,0,0,0,0,0,0
1,1,True,170587,Don't Mess with Cthulhu,0,0,0,0,0,0,1,0
1,1,True,170604,Renegade,0,1,0,0,0,0,0,0
1,0,False,170608,People-Person!,1,0,0,1,0,0,0,0
0,0,True,170609,Treatment: A Psychiatry Card Game,0,0,0,0,0,0,0,0
1,1,True,170624,Crusaders: Thy Will Be Done,0,1,0,0,0,0,0,0
1,1,True,170669,Old School Tactical: Volume 1 – Fighting on the Eastern Front 1941/42,0,0,1,0,0,0,0,0
0,0,True,170676,Nosocomio,0,0,0,0,0,0,0,0
1,1,True,170756,Fast & Furious: Full Throttle,0,0,0,0,0,0,0,0
1,1,True,170771,Sword & Sorcery,1,0,0,0,0,0,0,0
1,1,True,170799,Lost Woods,0,0,0,1,0,0,0,0
1,1,True,170815,Lancaster: Big Box,0,0,0,0,0,0,0,0
1,1,True,170825,Bad Medicine,0,0,0,0,0,0,1,0
0,0,True,170867,Battle of Durak,0,0,0,0,0,0,0,0
1,1,True,170901,Jarl: The Vikings Tile-Laying Game,0,0,0,0,0,1,0,0
1,1,True,170909,Caçadores da Galáxia,0,1,0,0,0,0,0,0
0,0,True,170922,Boomtown Bandits,0,0,0,0,0,0,0,0
0,0,True,170927,Kortslutning,0,0,0,0,0,0,0,0
0,0,True,170951,The Foreign King,0,0,0,0,0,0,0,0
0,0,True,170954,Stinky Pig Game,0,0,0,0,0,0,0,0
